gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
4101310072	1d2570da-e150-4d75-94d8-bfc5813062bc	03F887BA1315B1484D45F9EEFC01571A.mc.3B393CF11314B1464BB6F8C8FE5152BA	Animalia	Arthropoda	Diplopoda	Spirostreptida	Pseudonannolenidae	Pseudonannolene	Pseudonannolene halophila		SPECIES	Pseudonannolene halophila Schubart, 1949	Pseudonannolene halophila Schubart 1949	Schubart 1949	BR	Ilha da Queimada Grande	Sao Paulo	PRESENT	17	a064f300-1bc8-41ea-9364-b864ef4e8938	-24.487923	-46.674156			53.0				2003-04-28	28	4	2003	6186012	6186012	MATERIAL_CITATION	R		IBSP 1336				CC0_1_0		R. P. Indicatti & C. A. R. de Souza			2025-11-08T05:37:45.378Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;AMBIGUOUS_INSTITUTION
4101310071	1d2570da-e150-4d75-94d8-bfc5813062bc	03F887BA1309B15F4EA9FEE4FC055083.mc.3B393CF1130FB15D4CADFD1AFE24560A	Animalia	Arthropoda	Diplopoda	Spirostreptida	Pseudonannolenidae	Pseudonannolene	Pseudonannolene microzoporus		SPECIES	Pseudonannolene microzoporus Mauriès, 1987	Pseudonannolene microzoporus Mauries 1987	Mauries 1987	BR		Bahia	PRESENT	1	a064f300-1bc8-41ea-9364-b864ef4e8938													1026408	1026408	MATERIAL_CITATION	IBSP		IBSP 5704				CC0_1_0					2025-11-08T05:37:45.377Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4101310070	1d2570da-e150-4d75-94d8-bfc5813062bc	03F887BA132FB17F4EB3FCD4FDA5561E.mc.3B393CF1132EB17C4B7EFD46FD6357D9	Animalia	Arthropoda	Diplopoda	Spirostreptida	Pseudonannolenidae	Pseudonannolene	Pseudonannolene caatinga		SPECIES	Pseudonannolene caatinga Iniesta & Ferreira, 2014	Pseudonannolene caatinga Iniesta & Ferreira 2014	Iniesta & Ferreira 2014	BR	Caetite	Bahia	PRESENT	1	a064f300-1bc8-41ea-9364-b864ef4e8938	-14.066228	-42.486908							2008-12-08	8	12	2008	8682135	8682135	MATERIAL_CITATION	IBSP		IBSP 5770				CC0_1_0		Andrade			2025-11-08T05:37:45.376Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4101310069	1d2570da-e150-4d75-94d8-bfc5813062bc	03F887BA1309B15F4EA9FEE4FC055083.mc.3B393CF11308B15A4FEBFCC8FE96565F	Animalia	Arthropoda	Diplopoda	Spirostreptida	Pseudonannolenidae	Pseudonannolene	Pseudonannolene microzoporus		SPECIES	Pseudonannolene microzoporus Mauriès, 1987	Pseudonannolene microzoporus Mauries 1987	Mauries 1987	BR	BRAZIL	Minas Gerais	PRESENT	3	a064f300-1bc8-41ea-9364-b864ef4e8938	-20.369646	-45.669437							1986-03		3	1986	1026408	1026408	MATERIAL_CITATION	MZSP						CC0_1_0		Zampaulo	Paratype		2025-11-08T05:37:45.374Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4101310068	1d2570da-e150-4d75-94d8-bfc5813062bc	03F887BA131AB14A4D51FDA7FE6054B2.mc.3B393CF11319B14B4D19FEC0FD0F5454	Animalia	Arthropoda	Diplopoda	Spirostreptida	Pseudonannolenidae	Pseudonannolene	Pseudonannolene imbirensis		SPECIES	Pseudonannolene imbirensis Fontanetti, 1996	Pseudonannolene imbirensis Fontanetti 1996	Fontanetti 1996	BR	inside cave Angelica	Goias	PRESENT	2	a064f300-1bc8-41ea-9364-b864ef4e8938	-13.522824	-46.38207			572.0				2001-05-07	7	5	2001	11693169	11693169	MATERIAL_CITATION	MNRJ						CC0_1_0		A. Chagas Jr.			2025-11-08T05:37:45.373Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4101310067	1d2570da-e150-4d75-94d8-bfc5813062bc	03F887BA1310B1454EA2FC15FC77528B.mc.3B393CF11317B1454BF5FE10FEE05765	Animalia	Arthropoda	Diplopoda	Spirostreptida	Pseudonannolenidae	Pseudonannolene	Pseudonannolene erikae		SPECIES	Pseudonannolene erikae Iniesta & Ferreira, 2014	Pseudonannolene erikae Iniesta & Ferreira 2014	Iniesta & Ferreira 2014	BR	cave Vaca Tonta	Minas Gerais	PRESENT	1	a064f300-1bc8-41ea-9364-b864ef4e8938	-19.566664	-44.07879			793.0				2018-01-04	4	1	2018	8568561	8568561	MATERIAL_CITATION	IBSP		IBSP 7467				CC0_1_0		Equipe Spelayon			2025-11-08T05:37:45.361Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4101310065	1d2570da-e150-4d75-94d8-bfc5813062bc	03F887BA1318B14D4EB1FE5FFB395171.mc.3B393CF11318B14A4FEBFBDBFE5E514B	Animalia	Arthropoda	Diplopoda	Spirostreptida	Pseudonannolenidae	Pseudonannolene	Pseudonannolene inops		SPECIES	Pseudonannolene inops Brölemann, 1929	Pseudonannolene inops (Brolemann 1929) Brolemann 1929	(Brolemann 1929) Brolemann 1929	BR	Fepagro	Rio Grande do Sul	PRESENT	1	a064f300-1bc8-41ea-9364-b864ef4e8938					22.0				2002-01		1	2002	12190076	12190076	MATERIAL_CITATION	IBSP		IBSP 2505				CC0_1_0		Equipe Biota			2025-11-08T05:37:45.357Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4101310064	1d2570da-e150-4d75-94d8-bfc5813062bc	03F887BA1356B1074D60FEE4FB225095.mc.3B393CF11356B1044B80FA53FD6750C2	Animalia	Arthropoda	Diplopoda	Spirostreptida	Pseudonannolenidae	Pseudonannolene	Pseudonannolene bucculenta		SPECIES	Pseudonannolene bucculenta Iniesta, Bouzan & Brescovit, 2023	Pseudonannolene bucculenta Iniesta, Bouzan, and Brescovit 2023	Iniesta, Bouzan, and Brescovit 2023	BR	Samuel de Paula	Minas Gerais	PRESENT	5	a064f300-1bc8-41ea-9364-b864ef4e8938	-20.001055	-43.871086			975.0				2006-10		10	2006	12224748	12224748	MATERIAL_CITATION	IBSP		IBSP 3413				CC0_1_0		de Paula & J. P. P. Pena-Barbosa			2025-11-08T05:37:45.355Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4101310063	1d2570da-e150-4d75-94d8-bfc5813062bc	03F887BA1367B1374EBAFAB0FAD650FC.mc.3B393CF11366B1344D7DFBFCFEED5170	Animalia	Arthropoda	Diplopoda	Spirostreptida	Pseudonannolenidae	Pseudonannolene	Pseudonannolene spelaea		SPECIES	Pseudonannolene spelaea Iniesta & Ferreira, 2013	Pseudonannolene spelaea Iniesta & Ferreira 2013	Iniesta & Ferreira 2013	BR		Para	PRESENT	1	a064f300-1bc8-41ea-9364-b864ef4e8938	-6.034235	-50.16817							2008-10-07	7	10	2008	9516060	9516060	MATERIAL_CITATION	R		IBSP 7337				CC0_1_0		R. Andrade			2025-11-08T05:37:45.351Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;AMBIGUOUS_INSTITUTION
4101310062	1d2570da-e150-4d75-94d8-bfc5813062bc	03F887BA131FB14C4EB4FB9AFCE85203.mc.3B393CF1131EB14C4BC8FE9EFE6954ED	Animalia	Arthropoda	Diplopoda	Spirostreptida	Pseudonannolenidae	Pseudonannolene	Pseudonannolene leopoldoi		SPECIES	Pseudonannolene leopoldoi Iniesta & Ferreira, 2014	Pseudonannolene leopoldoi Iniesta & Ferreira 2014	Iniesta & Ferreira 2014	BR	Montes Claros	Minas Gerais	PRESENT	1	a064f300-1bc8-41ea-9364-b864ef4e8938	-16.733519	-43.85807			53.0				2016-08-21	21	8	2016	8502029	8502029	MATERIAL_CITATION	OCML, IBSP		IBSP 7891				CC0_1_0		A. Koken			2025-11-08T05:37:45.354Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
4101310061	1d2570da-e150-4d75-94d8-bfc5813062bc	03F887BA1356B1074D60FEE4FB225095.mc.3B393CF11356B1044FEBFAB9FC545051	Animalia	Arthropoda	Diplopoda	Spirostreptida	Pseudonannolenidae	Pseudonannolene	Pseudonannolene bucculenta		SPECIES	Pseudonannolene bucculenta Iniesta, Bouzan & Brescovit, 2023	Pseudonannolene bucculenta Iniesta, Bouzan, and Brescovit 2023	Iniesta, Bouzan, and Brescovit 2023	BR	Samuel de Paula	Minas Gerais	PRESENT	3	a064f300-1bc8-41ea-9364-b864ef4e8938	-20.001055	-43.871086			975.0				2006-10		10	2006	12224748	12224748	MATERIAL_CITATION	IBSP		IBSP 3403				CC0_1_0		de Paula & J. P. P. Pena-Barbosa			2025-11-08T05:37:45.350Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4101310060	1d2570da-e150-4d75-94d8-bfc5813062bc	03F887BA1309B15F4EA9FEE4FC055083.mc.3B393CF1130FB15D4B57F91FFD76520F	Animalia	Arthropoda	Diplopoda	Spirostreptida	Pseudonannolenidae	Pseudonannolene	Pseudonannolene microzoporus		SPECIES	Pseudonannolene microzoporus Mauriès, 1987	Pseudonannolene microzoporus Mauries 1987	Mauries 1987	BR		Bahia	PRESENT	1	a064f300-1bc8-41ea-9364-b864ef4e8938									2011-02-08	8	2	2011	1026408	1026408	MATERIAL_CITATION	IBSP		IBSP 5693				CC0_1_0					2025-11-08T05:37:45.348Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4101310058	1d2570da-e150-4d75-94d8-bfc5813062bc	03F887BA1373B1234D42FCF9FB915768.mc.3B393CF11372B1204FEBFD43FE9357D3	Animalia	Arthropoda	Diplopoda	Spirostreptida	Pseudonannolenidae	Pseudonannolene	Pseudonannolene ophiiulus		SPECIES	Pseudonannolene ophiiulus Schubart, 1944	Pseudonannolene ophiiulus Schubart 1944	Schubart 1944	BR	Rio Claro	Sao Paulo	PRESENT	2	a064f300-1bc8-41ea-9364-b864ef4e8938	-22.415956	-47.56535			614.0				1941-11-16	16	11	1941	6185999	6185999	MATERIAL_CITATION	MZSP						CC0_1_0		O. Schubart			2025-11-08T05:37:45.345Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4101310057	1d2570da-e150-4d75-94d8-bfc5813062bc	03F887BA1309B15F4EA9FEE4FC055083.mc.3B393CF11308B15A4BBCFA65FCCE50F8	Animalia	Arthropoda	Diplopoda	Spirostreptida	Pseudonannolenidae	Pseudonannolene	Pseudonannolene microzoporus		SPECIES	Pseudonannolene microzoporus Mauriès, 1987	Pseudonannolene microzoporus Mauries 1987	Mauries 1987	BR	Gruta do Padre cave	Bahia	PRESENT	3	a064f300-1bc8-41ea-9364-b864ef4e8938	-12.980311	-44.051342			543.0				2014-07-11	11	7	2014	1026408	1026408	MATERIAL_CITATION	IBSP		IBSP 7637				CC0_1_0		L. S. Silva			2025-11-08T05:37:45.342Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4101310056	1d2570da-e150-4d75-94d8-bfc5813062bc	03F887BA1309B15F4EA9FEE4FC055083.mc.3B393CF1130FB15D4D54FDAAFEA157BA	Animalia	Arthropoda	Diplopoda	Spirostreptida	Pseudonannolenidae	Pseudonannolene	Pseudonannolene microzoporus		SPECIES	Pseudonannolene microzoporus Mauriès, 1987	Pseudonannolene microzoporus Mauries 1987	Mauries 1987	BR		Bahia	PRESENT	3	a064f300-1bc8-41ea-9364-b864ef4e8938													1026408	1026408	MATERIAL_CITATION	IBSP		IBSP 5747				CC0_1_0					2025-11-08T05:37:45.343Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4101310055	1d2570da-e150-4d75-94d8-bfc5813062bc	03F887BA1315B1484D45F9EEFC01571A.mc.3B393CF11314B1464BB8F97BFF6253C9	Animalia	Arthropoda	Diplopoda	Spirostreptida	Pseudonannolenidae	Pseudonannolene	Pseudonannolene halophila		SPECIES	Pseudonannolene halophila Schubart, 1949	Pseudonannolene halophila Schubart 1949	Schubart 1949	BR	Rio Branco	Sao Paulo	PRESENT	5	a064f300-1bc8-41ea-9364-b864ef4e8938	-24.18203	-46.78495			12.0				1994-07-16	16	7	1994	6186012	6186012	MATERIAL_CITATION	IBSP		IBSP 1091				CC0_1_0		A. Eterovic			2025-11-08T05:37:45.319Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4101310054	1d2570da-e150-4d75-94d8-bfc5813062bc	03F887BA131AB14A4D51FDA7FE6054B2.mc.3B393CF1131AB1484FBCFA0FFBA7531E	Animalia	Arthropoda	Diplopoda	Spirostreptida	Pseudonannolenidae	Pseudonannolene	Pseudonannolene imbirensis		SPECIES	Pseudonannolene imbirensis Fontanetti, 1996	Pseudonannolene imbirensis Fontanetti 1996	Fontanetti 1996	BR	BRAZIL	Goias	PRESENT	2	a064f300-1bc8-41ea-9364-b864ef4e8938	-13.400307	-46.319378			700.0				1988-07		7	1988	11693169	11693169	MATERIAL_CITATION	MZSP		MZSP 1030				CC0_1_0			Paratype		2025-11-08T05:37:45.304Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4101310053	1d2570da-e150-4d75-94d8-bfc5813062bc	03F887BA1350B1054D00FAAAFAAC52DE.mc.3B393CF11350B1024FBCF8A1FDC15291	Animalia	Arthropoda	Diplopoda	Spirostreptida	Pseudonannolenidae	Pseudonannolene	Pseudonannolene aurea		SPECIES	Pseudonannolene aurea Iniesta, Bouzan & Brescovit, 2023	Pseudonannolene aurea Iniesta, Bouzan, and Brescovit 2023	Iniesta, Bouzan, and Brescovit 2023	BR	Mojadores cave	Tocantins	PRESENT	1	a064f300-1bc8-41ea-9364-b864ef4e8938	-11.624226	-46.820595			672.0				2017-12-04	4	12	2017	12242100	12242100	MATERIAL_CITATION	IBSP		IBSP 5858				CC0_1_0		F. Pellegatti	Holotype		2025-11-08T05:37:45.303Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4101310052	1d2570da-e150-4d75-94d8-bfc5813062bc	03F887BA1371B1224D74FD91FED55297.mc.3B393CF11371B1224A1FF843FCEE541D	Animalia	Arthropoda	Diplopoda	Spirostreptida	Pseudonannolenidae	Pseudonannolene	Pseudonannolene parvula		SPECIES	Pseudonannolene parvula Silvestri, 1902	Pseudonannolene parvula Silvestri 1902	Silvestri 1902	BR	Parque Nacional do Iguacu	Parana	PRESENT	1	a064f300-1bc8-41ea-9364-b864ef4e8938	-25.500435	-54.58335			195.0				2002-03-03	3	3	2002	1026412	1026412	MATERIAL_CITATION	IBSP		IBSP 1966				CC0_1_0		Equipe Biota			2025-11-08T05:37:45.301Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4101310051	1d2570da-e150-4d75-94d8-bfc5813062bc	03F887BA1373B1234D42FCF9FB915768.mc.3B393CF11372B1204BCEFD1AFB6C560D	Animalia	Arthropoda	Diplopoda	Spirostreptida	Pseudonannolenidae	Pseudonannolene	Pseudonannolene ophiiulus		SPECIES	Pseudonannolene ophiiulus Schubart, 1944	Pseudonannolene ophiiulus Schubart 1944	Schubart 1944	BR	Bairro Sao Benedito	Sao Paulo	PRESENT	4	a064f300-1bc8-41ea-9364-b864ef4e8938	-22.41916	-47.56565			677.0				1984-11-17	17	11	1984	6185999	6185999	MATERIAL_CITATION	MZSP						CC0_1_0		E. Giannoti			2025-11-08T05:37:45.277Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4101310050	1d2570da-e150-4d75-94d8-bfc5813062bc	03F887BA1309B15F4EA9FEE4FC055083.mc.3B393CF11308B15A4A5DF94FFC9453DF	Animalia	Arthropoda	Diplopoda	Spirostreptida	Pseudonannolenidae	Pseudonannolene	Pseudonannolene microzoporus		SPECIES	Pseudonannolene microzoporus Mauriès, 1987	Pseudonannolene microzoporus Mauries 1987	Mauries 1987	BR	Mocambeiro	Bahia	PRESENT	2	a064f300-1bc8-41ea-9364-b864ef4e8938	-19.535425	-44.026974							2011-04-04	4	4	2011	1026408	1026408	MATERIAL_CITATION	IBSP		IBSP 5700				CC0_1_0		F. P. Franco			2025-11-08T05:37:45.269Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4101310049	1d2570da-e150-4d75-94d8-bfc5813062bc	03F887BA1367B1374EBAFAB0FAD650FC.mc.3B393CF11366B1344E42FBBBFAFE514F	Animalia	Arthropoda	Diplopoda	Spirostreptida	Pseudonannolenidae	Pseudonannolene	Pseudonannolene spelaea		SPECIES	Pseudonannolene spelaea Iniesta & Ferreira, 2013	Pseudonannolene spelaea Iniesta & Ferreira 2013	Iniesta & Ferreira 2013	BR		Para	PRESENT	2	a064f300-1bc8-41ea-9364-b864ef4e8938	-6.041148	-50.218742							2013-08-02	2	8	2013	9516060	9516060	MATERIAL_CITATION	R		IBSP 7364				CC0_1_0		R. Andrade			2025-11-08T05:37:45.271Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;AMBIGUOUS_INSTITUTION
4101310048	1d2570da-e150-4d75-94d8-bfc5813062bc	03F887BA1369B13C4D45F916FC1A53ED.mc.3B393CF1136FB13D4C99FA5AFCE750CD	Animalia	Arthropoda	Diplopoda	Spirostreptida	Pseudonannolenidae	Pseudonannolene	Pseudonannolene tricolor		SPECIES	Pseudonannolene tricolor Brölemann, 1902	Pseudonannolene tricolor Brolemann 1902	Brolemann 1902	BR	Jaguari-Mirim River	Sao Paulo	PRESENT	4	a064f300-1bc8-41ea-9364-b864ef4e8938									1941-02-04	4	2	1941	1026426	1026426	MATERIAL_CITATION	MZSP						CC0_1_0		O. Schubart			2025-11-08T05:37:45.273Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4101310047	1d2570da-e150-4d75-94d8-bfc5813062bc	03F887BA1324B1794EADFDD1FBC951E8.mc.3B393CF11324B1764FBCFABEFB1950B0	Animalia	Arthropoda	Diplopoda	Spirostreptida	Pseudonannolenidae	Pseudonannolene	Pseudonannolene anapophysis		SPECIES	Pseudonannolene anapophysis Fontanetti, 1996	Pseudonannolene anapophysis Fontanetti 1996	Fontanetti 1996	BR	BRAZIL	Bahia	PRESENT	4	a064f300-1bc8-41ea-9364-b864ef4e8938	-12.540361	-41.40271							1987-01		1	1987	12228983	12228983	MATERIAL_CITATION	MZSP		MZSP 940				CC0_1_0		F. Chaimowicz	Paratype		2025-11-08T05:37:45.276Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4101310046	1d2570da-e150-4d75-94d8-bfc5813062bc	03F887BA1356B1074D60FEE4FB225095.mc.3B393CF11356B1044B07F9E9FD33537D	Animalia	Arthropoda	Diplopoda	Spirostreptida	Pseudonannolenidae	Pseudonannolene	Pseudonannolene bucculenta		SPECIES	Pseudonannolene bucculenta Iniesta, Bouzan & Brescovit, 2023	Pseudonannolene bucculenta Iniesta, Bouzan, and Brescovit 2023	Iniesta, Bouzan, and Brescovit 2023	BR	Samuel de Paula	Minas Gerais	PRESENT	3	a064f300-1bc8-41ea-9364-b864ef4e8938	-20.001055	-43.871086			975.0				2006-10		10	2006	12224748	12224748	MATERIAL_CITATION	IBSP		IBSP 3321				CC0_1_0		de Paula & J. P. P. Pena-Barbosa			2025-11-08T05:37:45.267Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4101310045	1d2570da-e150-4d75-94d8-bfc5813062bc	03F887BA1369B13C4D45F916FC1A53ED.mc.3B393CF1136FB13D4CB0F965FCB353F8	Animalia	Arthropoda	Diplopoda	Spirostreptida	Pseudonannolenidae	Pseudonannolene	Pseudonannolene tricolor		SPECIES	Pseudonannolene tricolor Brölemann, 1902	Pseudonannolene tricolor Brolemann 1902	Brolemann 1902	BR		Sao Paulo	PRESENT	1	a064f300-1bc8-41ea-9364-b864ef4e8938									1940-05-25	25	5	1940	1026426	1026426	MATERIAL_CITATION	MZSP						CC0_1_0		O. Schubart			2025-11-08T05:37:45.265Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4101310043	1d2570da-e150-4d75-94d8-bfc5813062bc	03F887BA137CB1304EACFD5CFB445752.mc.3B393CF11363B1314C9DFD3FFD34562E	Animalia	Arthropoda	Diplopoda	Spirostreptida	Pseudonannolenidae	Pseudonannolene	Pseudonannolene sebastianus		SPECIES	Pseudonannolene sebastianus Brölemann, 1902	Pseudonannolene sebastianus Brolemann 1902	Brolemann 1902	BR	Santos	Sao Paulo	PRESENT	4	a064f300-1bc8-41ea-9364-b864ef4e8938	-23.967882	-46.328884			6.0				1896-09		9	1896	6186003	6186003	MATERIAL_CITATION	MZSP						CC0_1_0					2025-11-08T05:37:45.219Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4101310042	1d2570da-e150-4d75-94d8-bfc5813062bc	03F887BA1318B14D4EB1FE5FFB395171.mc.3B393CF11318B14A4EB7FBB6FA97514B	Animalia	Arthropoda	Diplopoda	Spirostreptida	Pseudonannolenidae	Pseudonannolene	Pseudonannolene inops		SPECIES	Pseudonannolene inops Brölemann, 1929	Pseudonannolene inops (Brolemann 1929) Brolemann 1929	(Brolemann 1929) Brolemann 1929	BR	Fepagro	Rio Grande do Sul	PRESENT	2	a064f300-1bc8-41ea-9364-b864ef4e8938					22.0				2002-01		1	2002	12190076	12190076	MATERIAL_CITATION	IBSP		IBSP 2542				CC0_1_0		Equipe Biota			2025-11-08T05:37:45.218Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
